OMRÅDE;CIVILSTAND;TID;INDHOLD
Esbjerg;Married/separated;2017Q3;43993
Esbjerg;Married/separated;2017Q4;44224
Esbjerg;Married/separated;2018Q1;44094
Esbjerg;Married/separated;2018Q2;43899
Esbjerg;Married/separated;2018Q3;43882
Esbjerg;Married/separated;2018Q4;44056
Esbjerg;Married/separated;2019Q1;43902
Esbjerg;Married/separated;2019Q2;43695
Esbjerg;Married/separated;2019Q3;43679
Esbjerg;Married/separated;2019Q4;43737
Esbjerg;Married/separated;2020Q1;43670
Esbjerg;Married/separated;2020Q2;43521
Esbjerg;Married/separated;2020Q3;43404
Esbjerg;Married/separated;2020Q4;43362
Esbjerg;Married/separated;2021Q1;43244
Esbjerg;Married/separated;2021Q2;43015
Esbjerg;Married/separated;2021Q3;42982
Esbjerg;Married/separated;2021Q4;43103
Esbjerg;Married/separated;2022Q1;42969
Esbjerg;Widowed;2008Q1;6413
Esbjerg;Widowed;2008Q2;6381
Esbjerg;Widowed;2008Q3;6335
Esbjerg;Widowed;2008Q4;6334
Esbjerg;Widowed;2009Q1;6318
Esbjerg;Widowed;2009Q2;6296
Esbjerg;Widowed;2009Q3;6298
Esbjerg;Widowed;2009Q4;6285
Esbjerg;Widowed;2010Q1;6270
Esbjerg;Widowed;2010Q2;6262
Esbjerg;Widowed;2010Q3;6247
Esbjerg;Widowed;2010Q4;6239
Esbjerg;Widowed;2011Q1;6217
Esbjerg;Widowed;2011Q2;6213
Esbjerg;Widowed;2011Q3;6227
Esbjerg;Widowed;2011Q4;6208
Esbjerg;Widowed;2012Q1;6209
Esbjerg;Widowed;2012Q2;6198
Esbjerg;Widowed;2012Q3;6210
Esbjerg;Widowed;2012Q4;6182
Esbjerg;Widowed;2013Q1;6159
Esbjerg;Widowed;2013Q2;6103
Esbjerg;Widowed;2013Q3;6084
Esbjerg;Widowed;2013Q4;6076
Esbjerg;Widowed;2014Q1;6076
Esbjerg;Widowed;2014Q2;6058
Esbjerg;Widowed;2014Q3;6045
Esbjerg;Widowed;2014Q4;6051
Esbjerg;Widowed;2015Q1;6041
Esbjerg;Widowed;2015Q2;6039
Esbjerg;Widowed;2015Q3;6019
Esbjerg;Widowed;2015Q4;6025
Esbjerg;Widowed;2016Q1;6011
Esbjerg;Widowed;2016Q2;6000
Esbjerg;Widowed;2016Q3;5997
Esbjerg;Widowed;2016Q4;5993
Esbjerg;Widowed;2017Q1;6004
Esbjerg;Widowed;2017Q2;5996
Esbjerg;Widowed;2017Q3;6015
Esbjerg;Widowed;2017Q4;6026
Esbjerg;Widowed;2018Q1;6009
Esbjerg;Widowed;2018Q2;5973
Esbjerg;Widowed;2018Q3;5957
Esbjerg;Widowed;2018Q4;5955
Esbjerg;Widowed;2019Q1;5937
Esbjerg;Widowed;2019Q2;5935
Esbjerg;Widowed;2019Q3;5927
Esbjerg;Widowed;2019Q4;5907
Esbjerg;Widowed;2020Q1;5911
Esbjerg;Widowed;2020Q2;5902
Esbjerg;Widowed;2020Q3;5908
Esbjerg;Widowed;2020Q4;5901
Esbjerg;Widowed;2021Q1;5925
Esbjerg;Widowed;2021Q2;5911
Esbjerg;Widowed;2021Q3;5925
Esbjerg;Widowed;2021Q4;5899
Esbjerg;Widowed;2022Q1;5887
Esbjerg;Divorced;2008Q1;8673
Esbjerg;Divorced;2008Q2;8715
Esbjerg;Divorced;2008Q3;8746
Esbjerg;Divorced;2008Q4;8743
Esbjerg;Divorced;2009Q1;8765
Esbjerg;Divorced;2009Q2;8842
Esbjerg;Divorced;2009Q3;8813
Esbjerg;Divorced;2009Q4;8848
Esbjerg;Divorced;2010Q1;8910
Esbjerg;Divorced;2010Q2;8969
Esbjerg;Divorced;2010Q3;9009
Esbjerg;Divorced;2010Q4;9042
Esbjerg;Divorced;2011Q1;9118
Esbjerg;Divorced;2011Q2;9206
Esbjerg;Divorced;2011Q3;9213
Esbjerg;Divorced;2011Q4;9256
Esbjerg;Divorced;2012Q1;9328
Esbjerg;Divorced;2012Q2;9410
Esbjerg;Divorced;2012Q3;9482
Esbjerg;Divorced;2012Q4;9440
Esbjerg;Divorced;2013Q1;9514
Esbjerg;Divorced;2013Q2;9570
Esbjerg;Divorced;2013Q3;9645
Esbjerg;Divorced;2013Q4;9659
Esbjerg;Divorced;2014Q1;9788
Esbjerg;Divorced;2014Q2;9931
Esbjerg;Divorced;2014Q3;9978
Esbjerg;Divorced;2014Q4;10042
Esbjerg;Divorced;2015Q1;10137
Esbjerg;Divorced;2015Q2;10193
Esbjerg;Divorced;2015Q3;10277
Esbjerg;Divorced;2015Q4;10352
Esbjerg;Divorced;2016Q1;10441
Esbjerg;Divorced;2016Q2;10482
Esbjerg;Divorced;2016Q3;10570
Esbjerg;Divorced;2016Q4;10586
Esbjerg;Divorced;2017Q1;10630
Esbjerg;Divorced;2017Q2;10751
Esbjerg;Divorced;2017Q3;10801
Esbjerg;Divorced;2017Q4;10770
Esbjerg;Divorced;2018Q1;10819
Esbjerg;Divorced;2018Q2;10872
Esbjerg;Divorced;2018Q3;10935
Esbjerg;Divorced;2018Q4;10906
Esbjerg;Divorced;2019Q1;10907
Esbjerg;Divorced;2019Q2;10909
Esbjerg;Divorced;2019Q3;10883
Esbjerg;Divorced;2019Q4;10880
Esbjerg;Divorced;2020Q1;10888
Esbjerg;Divorced;2020Q2;10974
Esbjerg;Divorced;2020Q3;11008
Esbjerg;Divorced;2020Q4;11074
Esbjerg;Divorced;2021Q1;11133
Esbjerg;Divorced;2021Q2;11168
Esbjerg;Divorced;2021Q3;11155
Esbjerg;Divorced;2021Q4;11130
Esbjerg;Divorced;2022Q1;11174
Fanø;Never married;2008Q1;1156
Fanø;Never married;2008Q2;1169
Fanø;Never married;2008Q3;1170
Fanø;Never married;2008Q4;1146
Fanø;Never married;2009Q1;1130
Fanø;Never married;2009Q2;1138
Fanø;Never married;2009Q3;1160
Fanø;Never married;2009Q4;1151
Fanø;Never married;2010Q1;1150
Fanø;Never married;2010Q2;1150
Fanø;Never married;2010Q3;1172
Fanø;Never married;2010Q4;1153
Fanø;Never married;2011Q1;1147
Fanø;Never married;2011Q2;1146
Fanø;Never married;2011Q3;1160
Fanø;Never married;2011Q4;1159
Fanø;Never married;2012Q1;1157
Fanø;Never married;2012Q2;1152
Fanø;Never married;2012Q3;1158
Fanø;Never married;2012Q4;1136
Fanø;Never married;2013Q1;1140
Fanø;Never married;2013Q2;1146
Fanø;Never married;2013Q3;1148
Fanø;Never married;2013Q4;1134
Fanø;Never married;2014Q1;1139
Fanø;Never married;2014Q2;1143
Fanø;Never married;2014Q3;1135
Fanø;Never married;2014Q4;1131
Fanø;Never married;2015Q1;1121
Fanø;Never married;2015Q2;1115
Fanø;Never married;2015Q3;1146
Fanø;Never married;2015Q4;1139
Fanø;Never married;2016Q1;1139
Fanø;Never married;2016Q2;1156
Fanø;Never married;2016Q3;1174
Fanø;Never married;2016Q4;1192
Fanø;Never married;2017Q1;1185
Fanø;Never married;2017Q2;1197
Fanø;Never married;2017Q3;1209
Fanø;Never married;2017Q4;1229
Fanø;Never married;2018Q1;1221
Fanø;Never married;2018Q2;1237
Fanø;Never married;2018Q3;1235
Fanø;Never married;2018Q4;1234
Fanø;Never married;2019Q1;1223
Fanø;Never married;2019Q2;1232
Fanø;Never married;2019Q3;1254
Fanø;Never married;2019Q4;1257
Fanø;Never married;2020Q1;1258
Fanø;Never married;2020Q2;1260
Fanø;Never married;2020Q3;1267
Fanø;Never married;2020Q4;1229
Fanø;Never married;2021Q1;1238
Fanø;Never married;2021Q2;1229
Fanø;Never married;2021Q3;1230
Fanø;Never married;2021Q4;1228
Fanø;Never married;2022Q1;1234
Fanø;Married/separated;2008Q1;1514
Fanø;Married/separated;2008Q2;1522
Fanø;Married/separated;2008Q3;1529
Fanø;Married/separated;2008Q4;1526
Fanø;Married/separated;2009Q1;1516
Fanø;Married/separated;2009Q2;1503
Fanø;Married/separated;2009Q3;1511
Fanø;Married/separated;2009Q4;1518
Fanø;Married/separated;2010Q1;1490
Fanø;Married/separated;2010Q2;1495
Fanø;Married/separated;2010Q3;1501
Fanø;Married/separated;2010Q4;1495
Fanø;Married/separated;2011Q1;1503
Fanø;Married/separated;2011Q2;1498
Fanø;Married/separated;2011Q3;1509
Fanø;Married/separated;2011Q4;1521
Fanø;Married/separated;2012Q1;1521
Fanø;Married/separated;2012Q2;1505
Fanø;Married/separated;2012Q3;1507
Fanø;Married/separated;2012Q4;1512
Fanø;Married/separated;2013Q1;1513
Fanø;Married/separated;2013Q2;1513
Fanø;Married/separated;2013Q3;1513
Fanø;Married/separated;2013Q4;1529
Fanø;Married/separated;2014Q1;1534
Fanø;Married/separated;2014Q2;1520
Fanø;Married/separated;2014Q3;1517
Fanø;Married/separated;2014Q4;1537
Fanø;Married/separated;2015Q1;1535
Fanø;Married/separated;2015Q2;1532
Fanø;Married/separated;2015Q3;1547
Fanø;Married/separated;2015Q4;1545
Fanø;Married/separated;2016Q1;1544
Fanø;Married/separated;2016Q2;1533
Fanø;Married/separated;2016Q3;1542
Fanø;Married/separated;2016Q4;1541
Fanø;Married/separated;2017Q1;1533
Fanø;Married/separated;2017Q2;1513
Fanø;Married/separated;2017Q3;1523
Fanø;Married/separated;2017Q4;1540
Fanø;Married/separated;2018Q1;1535
Fanø;Married/separated;2018Q2;1530
Fanø;Married/separated;2018Q3;1523
Fanø;Married/separated;2018Q4;1536
Fanø;Married/separated;2019Q1;1528
Fanø;Married/separated;2019Q2;1530
Fanø;Married/separated;2019Q3;1554
Fanø;Married/separated;2019Q4;1560
Fanø;Married/separated;2020Q1;1563
Fanø;Married/separated;2020Q2;1551
Fanø;Married/separated;2020Q3;1550
Fanø;Married/separated;2020Q4;1558
Fanø;Married/separated;2021Q1;1547
Fanø;Married/separated;2021Q2;1548
Fanø;Married/separated;2021Q3;1544
Fanø;Married/separated;2021Q4;1543
Fanø;Married/separated;2022Q1;1538
Fanø;Widowed;2008Q1;252
Fanø;Widowed;2008Q2;251
Fanø;Widowed;2008Q3;255
Fanø;Widowed;2008Q4;258
Fanø;Widowed;2009Q1;262
Fanø;Widowed;2009Q2;263
Fanø;Widowed;2009Q3;264
Fanø;Widowed;2009Q4;265
Fanø;Widowed;2010Q1;274
Fanø;Widowed;2010Q2;267
Fanø;Widowed;2010Q3;265
Fanø;Widowed;2010Q4;263
Fanø;Widowed;2011Q1;258
Fanø;Widowed;2011Q2;260
Fanø;Widowed;2011Q3;260
Fanø;Widowed;2011Q4;254
Fanø;Widowed;2012Q1;258
Fanø;Widowed;2012Q2;257
Fanø;Widowed;2012Q3;254
Fanø;Widowed;2012Q4;249
Fanø;Widowed;2013Q1;246
Fanø;Widowed;2013Q2;240
Fanø;Widowed;2013Q3;241
Fanø;Widowed;2013Q4;244
Fanø;Widowed;2014Q1;245
Fanø;Widowed;2014Q2;246
Fanø;Widowed;2014Q3;244
Fanø;Widowed;2014Q4;246
Fanø;Widowed;2015Q1;246
Fanø;Widowed;2015Q2;239
Fanø;Widowed;2015Q3;242
Fanø;Widowed;2015Q4;243
Fanø;Widowed;2016Q1;239
Fanø;Widowed;2016Q2;243
Fanø;Widowed;2016Q3;247
Fanø;Widowed;2016Q4;248
Fanø;Widowed;2017Q1;248
Fanø;Widowed;2017Q2;251
Fanø;Widowed;2017Q3;256
Fanø;Widowed;2017Q4;255
Fanø;Widowed;2018Q1;259
Fanø;Widowed;2018Q2;260
Fanø;Widowed;2018Q3;259
Fanø;Widowed;2018Q4;256
Fanø;Widowed;2019Q1;257
Fanø;Widowed;2019Q2;258
Fanø;Widowed;2019Q3;262
Fanø;Widowed;2019Q4;263
Fanø;Widowed;2020Q1;265
Fanø;Widowed;2020Q2;266
Fanø;Widowed;2020Q3;263
Fanø;Widowed;2020Q4;258
Fanø;Widowed;2021Q1;265
Fanø;Widowed;2021Q2;266
Fanø;Widowed;2021Q3;270
Fanø;Widowed;2021Q4;267
Fanø;Widowed;2022Q1;267
Fanø;Divorced;2008Q1;270
Fanø;Divorced;2008Q2;268
Fanø;Divorced;2008Q3;279
Fanø;Divorced;2008Q4;286
Fanø;Divorced;2009Q1;299
Fanø;Divorced;2009Q2;300
Fanø;Divorced;2009Q3;306
Fanø;Divorced;2009Q4;301
Fanø;Divorced;2010Q1;305
Fanø;Divorced;2010Q2;307
Fanø;Divorced;2010Q3;307
Fanø;Divorced;2010Q4;306
Fanø;Divorced;2011Q1;305
Fanø;Divorced;2011Q2;306
Fanø;Divorced;2011Q3;302
Fanø;Divorced;2011Q4;303
Fanø;Divorced;2012Q1;315
Fanø;Divorced;2012Q2;322
Fanø;Divorced;2012Q3;326
Fanø;Divorced;2012Q4;330
Fanø;Divorced;2013Q1;338
Fanø;Divorced;2013Q2;344
Fanø;Divorced;2013Q3;347
Fanø;Divorced;2013Q4;344
Fanø;Divorced;2014Q1;346
Fanø;Divorced;2014Q2;349
Fanø;Divorced;2014Q3;360
Fanø;Divorced;2014Q4;361
Fanø;Divorced;2015Q1;361
Fanø;Divorced;2015Q2;360
Fanø;Divorced;2015Q3;358
Fanø;Divorced;2015Q4;366
Fanø;Divorced;2016Q1;368
Fanø;Divorced;2016Q2;370
Fanø;Divorced;2016Q3;374
Fanø;Divorced;2016Q4;379
Fanø;Divorced;2017Q1;379
Fanø;Divorced;2017Q2;385
Fanø;Divorced;2017Q3;382
Fanø;Divorced;2017Q4;379
Fanø;Divorced;2018Q1;386
Fanø;Divorced;2018Q2;392
Fanø;Divorced;2018Q3;397
Fanø;Divorced;2018Q4;400
Fanø;Divorced;2019Q1;396
Fanø;Divorced;2019Q2;396
Fanø;Divorced;2019Q3;405
Fanø;Divorced;2019Q4;407
Fanø;Divorced;2020Q1;402
Fanø;Divorced;2020Q2;400
Fanø;Divorced;2020Q3;406
Fanø;Divorced;2020Q4;404
Fanø;Divorced;2021Q1;406
Fanø;Divorced;2021Q2;406
Fanø;Divorced;2021Q3;407
Fanø;Divorced;2021Q4;398
Fanø;Divorced;2022Q1;388
Fredericia;Never married;2008Q1;21985
Fredericia;Never married;2008Q2;22039
Fredericia;Never married;2008Q3;22067
Fredericia;Never married;2008Q4;22071
Fredericia;Never married;2009Q1;22166
Fredericia;Never married;2009Q2;22264
Fredericia;Never married;2009Q3;22293
Fredericia;Never married;2009Q4;22239
Fredericia;Never married;2010Q1;22295
Fredericia;Never married;2010Q2;22493
Fredericia;Never married;2010Q3;22571
Fredericia;Never married;2010Q4;22524
Fredericia;Never married;2011Q1;22514
Fredericia;Never married;2011Q2;22587
Fredericia;Never married;2011Q3;22624
Fredericia;Never married;2011Q4;22589
Fredericia;Never married;2012Q1;22628
Fredericia;Never married;2012Q2;22726
Fredericia;Never married;2012Q3;22735
Fredericia;Never married;2012Q4;22717
Fredericia;Never married;2013Q1;22813
Fredericia;Never married;2013Q2;22931
Fredericia;Never married;2013Q3;22911
Fredericia;Never married;2013Q4;22810
Fredericia;Never married;2014Q1;22884
Fredericia;Never married;2014Q2;22982
Fredericia;Never married;2014Q3;22965
Fredericia;Never married;2014Q4;22957
Fredericia;Never married;2015Q1;23023
Fredericia;Never married;2015Q2;23127
Fredericia;Never married;2015Q3;23132
Fredericia;Never married;2015Q4;23123
Fredericia;Never married;2016Q1;23203
Fredericia;Never married;2016Q2;23305
Fredericia;Never married;2016Q3;23386
Fredericia;Never married;2016Q4;23354
Fredericia;Never married;2017Q1;23431
Fredericia;Never married;2017Q2;23539
Fredericia;Never married;2017Q3;23581
Fredericia;Never married;2017Q4;23609
Fredericia;Never married;2018Q1;23704
Fredericia;Never married;2018Q2;23799
Fredericia;Never married;2018Q3;23820
Fredericia;Never married;2018Q4;23686
Fredericia;Never married;2019Q1;23770
Fredericia;Never married;2019Q2;23824
Fredericia;Never married;2019Q3;23810
Fredericia;Never married;2019Q4;23735
Fredericia;Never married;2020Q1;23719
Fredericia;Never married;2020Q2;23782
Fredericia;Never married;2020Q3;23752
Fredericia;Never married;2020Q4;23602
Fredericia;Never married;2021Q1;23599
Fredericia;Never married;2021Q2;23724
Fredericia;Never married;2021Q3;23846
Fredericia;Never married;2021Q4;23823
Fredericia;Never married;2022Q1;23896
Fredericia;Married/separated;2008Q1;20271
Fredericia;Married/separated;2008Q2;20183
Fredericia;Married/separated;2008Q3;20203
Fredericia;Married/separated;2008Q4;20332
Fredericia;Married/separated;2009Q1;20346
Fredericia;Married/separated;2009Q2;20311
Fredericia;Married/separated;2009Q3;20323
Fredericia;Married/separated;2009Q4;20365
Fredericia;Married/separated;2010Q1;20319
Fredericia;Married/separated;2010Q2;20199
Fredericia;Married/separated;2010Q3;20179
Fredericia;Married/separated;2010Q4;20233
Fredericia;Married/separated;2011Q1;20197
Fredericia;Married/separated;2011Q2;20139
Fredericia;Married/separated;2011Q3;20183
Fredericia;Married/separated;2011Q4;20131
Fredericia;Married/separated;2012Q1;20071
Fredericia;Married/separated;2012Q2;19965
Fredericia;Married/separated;2012Q3;20004
Fredericia;Married/separated;2012Q4;20013
Fredericia;Married/separated;2013Q1;20015
Fredericia;Married/separated;2013Q2;19901
Fredericia;Married/separated;2013Q3;19818
Fredericia;Married/separated;2013Q4;19882
Fredericia;Married/separated;2014Q1;19755
Fredericia;Married/separated;2014Q2;19639
Fredericia;Married/separated;2014Q3;19654
Fredericia;Married/separated;2014Q4;19648
Fredericia;Married/separated;2015Q1;19562
Fredericia;Married/separated;2015Q2;19513
Fredericia;Married/separated;2015Q3;19547
Fredericia;Married/separated;2015Q4;19592
Fredericia;Married/separated;2016Q1;19554
Fredericia;Married/separated;2016Q2;19467
Fredericia;Married/separated;2016Q3;19485
Fredericia;Married/separated;2016Q4;19470
Fredericia;Married/separated;2017Q1;19403
Fredericia;Married/separated;2017Q2;19310
Fredericia;Married/separated;2017Q3;19340
Fredericia;Married/separated;2017Q4;19415
Fredericia;Married/separated;2018Q1;19441
Fredericia;Married/separated;2018Q2;19415
Fredericia;Married/separated;2018Q3;19461
Fredericia;Married/separated;2018Q4;19533
Fredericia;Married/separated;2019Q1;19473
Fredericia;Married/separated;2019Q2;19424
Fredericia;Married/separated;2019Q3;19447
Fredericia;Married/separated;2019Q4;19527
Fredericia;Married/separated;2020Q1;19514
Fredericia;Married/separated;2020Q2;19420
Fredericia;Married/separated;2020Q3;19382
Fredericia;Married/separated;2020Q4;19407
Fredericia;Married/separated;2021Q1;19368
Fredericia;Married/separated;2021Q2;19308
Fredericia;Married/separated;2021Q3;19342
Fredericia;Married/separated;2021Q4;19341
Fredericia;Married/separated;2022Q1;19285
Fredericia;Widowed;2008Q1;3008
Fredericia;Widowed;2008Q2;3003
Fredericia;Widowed;2008Q3;2986
Fredericia;Widowed;2008Q4;2980
Fredericia;Widowed;2009Q1;2960
Fredericia;Widowed;2009Q2;2952
Fredericia;Widowed;2009Q3;2938
Fredericia;Widowed;2009Q4;2930
Fredericia;Widowed;2010Q1;2913
Fredericia;Widowed;2010Q2;2912
Fredericia;Widowed;2010Q3;2911
Fredericia;Widowed;2010Q4;2913
Fredericia;Widowed;2011Q1;2889
Fredericia;Widowed;2011Q2;2885
Fredericia;Widowed;2011Q3;2875
Fredericia;Widowed;2011Q4;2882
Fredericia;Widowed;2012Q1;2882
Fredericia;Widowed;2012Q2;2879
Fredericia;Widowed;2012Q3;2870
Fredericia;Widowed;2012Q4;2867
Fredericia;Widowed;2013Q1;2857
Fredericia;Widowed;2013Q2;2839
Fredericia;Widowed;2013Q3;2830
Fredericia;Widowed;2013Q4;2825
Fredericia;Widowed;2014Q1;2819
Fredericia;Widowed;2014Q2;2822
Fredericia;Widowed;2014Q3;2806
Fredericia;Widowed;2014Q4;2787
Fredericia;Widowed;2015Q1;2782
Fredericia;Widowed;2015Q2;2785
Fredericia;Widowed;2015Q3;2779
Fredericia;Widowed;2015Q4;2777
Fredericia;Widowed;2016Q1;2773
Fredericia;Widowed;2016Q2;2776
Fredericia;Widowed;2016Q3;2773
Fredericia;Widowed;2016Q4;2774
Fredericia;Widowed;2017Q1;2760
Fredericia;Widowed;2017Q2;2742
Fredericia;Widowed;2017Q3;2740
Fredericia;Widowed;2017Q4;2738
Fredericia;Widowed;2018Q1;2756
Fredericia;Widowed;2018Q2;2743
Fredericia;Widowed;2018Q3;2739
Fredericia;Widowed;2018Q4;2717
Fredericia;Widowed;2019Q1;2715
Fredericia;Widowed;2019Q2;2722
Fredericia;Widowed;2019Q3;2713
Fredericia;Widowed;2019Q4;2707
Fredericia;Widowed;2020Q1;2703
Fredericia;Widowed;2020Q2;2717
Fredericia;Widowed;2020Q3;2731
Fredericia;Widowed;2020Q4;2733
Fredericia;Widowed;2021Q1;2726
Fredericia;Widowed;2021Q2;2728
Fredericia;Widowed;2021Q3;2722
Fredericia;Widowed;2021Q4;2728
Fredericia;Widowed;2022Q1;2726
Fredericia;Divorced;2008Q1;4199
Fredericia;Divorced;2008Q2;4220
Fredericia;Divorced;2008Q3;4251
Fredericia;Divorced;2008Q4;4215
Fredericia;Divorced;2009Q1;4218
Fredericia;Divorced;2009Q2;4259
Fredericia;Divorced;2009Q3;4287
Fredericia;Divorced;2009Q4;4267
Fredericia;Divorced;2010Q1;4322
Fredericia;Divorced;2010Q2;4374
Fredericia;Divorced;2010Q3;4430
Fredericia;Divorced;2010Q4;4472
Fredericia;Divorced;2011Q1;4504
Fredericia;Divorced;2011Q2;4528
Fredericia;Divorced;2011Q3;4511
Fredericia;Divorced;2011Q4;4577
Fredericia;Divorced;2012Q1;4612
Fredericia;Divorced;2012Q2;4672
Fredericia;Divorced;2012Q3;4684
Fredericia;Divorced;2012Q4;4678
Fredericia;Divorced;2013Q1;4689
Fredericia;Divorced;2013Q2;4760
Fredericia;Divorced;2013Q3;4799
Fredericia;Divorced;2013Q4;4794
Fredericia;Divorced;2014Q1;4866
Fredericia;Divorced;2014Q2;4934
Fredericia;Divorced;2014Q3;4965
Fredericia;Divorced;2014Q4;4998
Fredericia;Divorced;2015Q1;5062
Fredericia;Divorced;2015Q2;5088
Fredericia;Divorced;2015Q3;5127
Fredericia;Divorced;2015Q4;5148
Fredericia;Divorced;2016Q1;5159
Fredericia;Divorced;2016Q2;5193
Fredericia;Divorced;2016Q3;5200
Fredericia;Divorced;2016Q4;5232
Fredericia;Divorced;2017Q1;5274
Fredericia;Divorced;2017Q2;5330
Fredericia;Divorced;2017Q3;5362
Fredericia;Divorced;2017Q4;5396
Fredericia;Divorced;2018Q1;5425
Fredericia;Divorced;2018Q2;5434
Fredericia;Divorced;2018Q3;5440
Fredericia;Divorced;2018Q4;5441
Fredericia;Divorced;2019Q1;5469
Fredericia;Divorced;2019Q2;5472
Fredericia;Divorced;2019Q3;5447
Fredericia;Divorced;2019Q4;5451
Fredericia;Divorced;2020Q1;5441
Fredericia;Divorced;2020Q2;5489
Fredericia;Divorced;2020Q3;5521
Fredericia;Divorced;2020Q4;5539
Fredericia;Divorced;2021Q1;5582
Fredericia;Divorced;2021Q2;5610
Fredericia;Divorced;2021Q3;5611
Fredericia;Divorced;2021Q4;5644
Fredericia;Divorced;2022Q1;5699
Haderslev;Never married;2008Q1;24873
Haderslev;Never married;2008Q2;24937
Haderslev;Never married;2008Q3;24929
Haderslev;Never married;2008Q4;24877
Haderslev;Never married;2009Q1;24919
Haderslev;Never married;2009Q2;24953
Haderslev;Never married;2009Q3;24958
Haderslev;Never married;2009Q4;24838
Haderslev;Never married;2010Q1;24848
Haderslev;Never married;2010Q2;24930
Haderslev;Never married;2010Q3;24888
Haderslev;Never married;2010Q4;24765
Haderslev;Never married;2011Q1;24759
Haderslev;Never married;2011Q2;24839
Haderslev;Never married;2011Q3;24857
Haderslev;Never married;2011Q4;24840
Haderslev;Never married;2012Q1;24871
Haderslev;Never married;2012Q2;24925
Haderslev;Never married;2012Q3;24968
Haderslev;Never married;2012Q4;24826
Haderslev;Never married;2013Q1;24744
Haderslev;Never married;2013Q2;24805
Haderslev;Never married;2013Q3;24820
Haderslev;Never married;2013Q4;24669
Haderslev;Never married;2014Q1;24664
Haderslev;Never married;2014Q2;24680
Haderslev;Never married;2014Q3;24776
Haderslev;Never married;2014Q4;24753
Haderslev;Never married;2015Q1;24750
Haderslev;Never married;2015Q2;24848
Haderslev;Never married;2015Q3;24868
Haderslev;Never married;2015Q4;24811
Haderslev;Never married;2016Q1;24839
Haderslev;Never married;2016Q2;24934
Haderslev;Never married;2016Q3;24942
Haderslev;Never married;2016Q4;24855
Haderslev;Never married;2017Q1;24903
Haderslev;Never married;2017Q2;24969
Haderslev;Never married;2017Q3;24935
Haderslev;Never married;2017Q4;24853
Haderslev;Never married;2018Q1;24883
Haderslev;Never married;2018Q2;24950
Haderslev;Never married;2018Q3;24912
Haderslev;Never married;2018Q4;24802
Haderslev;Never married;2019Q1;24811
Haderslev;Never married;2019Q2;24928
Haderslev;Never married;2019Q3;24903
Haderslev;Never married;2019Q4;24748
Haderslev;Never married;2020Q1;24806
Haderslev;Never married;2020Q2;24875
Haderslev;Never married;2020Q3;24823
Haderslev;Never married;2020Q4;24725
Haderslev;Never married;2021Q1;24668
Haderslev;Never married;2021Q2;24724
Haderslev;Never married;2021Q3;24789
Haderslev;Never married;2021Q4;24690
Haderslev;Never married;2022Q1;24765
Haderslev;Married/separated;2008Q1;23800
Haderslev;Married/separated;2008Q2;23710
Haderslev;Married/separated;2008Q3;23714
Haderslev;Married/separated;2008Q4;23789
Haderslev;Married/separated;2009Q1;23704
Haderslev;Married/separated;2009Q2;23572
Haderslev;Married/separated;2009Q3;23502
Haderslev;Married/separated;2009Q4;23628
Haderslev;Married/separated;2010Q1;23591
Haderslev;Married/separated;2010Q2;23505
Haderslev;Married/separated;2010Q3;23460
Haderslev;Married/separated;2010Q4;23404
Haderslev;Married/separated;2011Q1;23341
Haderslev;Married/separated;2011Q2;23264
Haderslev;Married/separated;2011Q3;23246
Haderslev;Married/separated;2011Q4;23274
Haderslev;Married/separated;2012Q1;23245
Haderslev;Married/separated;2012Q2;23158
Haderslev;Married/separated;2012Q3;23177
Haderslev;Married/separated;2012Q4;23185
Haderslev;Married/separated;2013Q1;23152
Haderslev;Married/separated;2013Q2;23048
Haderslev;Married/separated;2013Q3;23005
Haderslev;Married/separated;2013Q4;23088
Haderslev;Married/separated;2014Q1;22924
Haderslev;Married/separated;2014Q2;22829
Haderslev;Married/separated;2014Q3;22791
Haderslev;Married/separated;2014Q4;22695
Haderslev;Married/separated;2015Q1;22678
Haderslev;Married/separated;2015Q2;22612
Haderslev;Married/separated;2015Q3;22597
Haderslev;Married/separated;2015Q4;22665
Haderslev;Married/separated;2016Q1;22587
Haderslev;Married/separated;2016Q2;22479
Haderslev;Married/separated;2016Q3;22497
Haderslev;Married/separated;2016Q4;22541
Haderslev;Married/separated;2017Q1;22461
Haderslev;Married/separated;2017Q2;22343
Haderslev;Married/separated;2017Q3;22370
Haderslev;Married/separated;2017Q4;22390
Haderslev;Married/separated;2018Q1;22353
Haderslev;Married/separated;2018Q2;22246
Haderslev;Married/separated;2018Q3;22250
Haderslev;Married/separated;2018Q4;22296
Haderslev;Married/separated;2019Q1;22241
Haderslev;Married/separated;2019Q2;22103
Haderslev;Married/separated;2019Q3;22140
Haderslev;Married/separated;2019Q4;22116
Haderslev;Married/separated;2020Q1;22074
Haderslev;Married/separated;2020Q2;21968
Haderslev;Married/separated;2020Q3;21835
Haderslev;Married/separated;2020Q4;21837
Haderslev;Married/separated;2021Q1;21838
Haderslev;Married/separated;2021Q2;21736
Haderslev;Married/separated;2021Q3;21716
Haderslev;Married/separated;2021Q4;21734
Haderslev;Married/separated;2022Q1;21609
Haderslev;Widowed;2008Q1;3662
Haderslev;Widowed;2008Q2;3651
Haderslev;Widowed;2008Q3;3632
Haderslev;Widowed;2008Q4;3640
Haderslev;Widowed;2009Q1;3642
